slug,chainId,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,authenticationMethods,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,blocksBehindSla,bandwidthSla,supportSla,networkSupportBasis
spectrum-sepolia-free-trace,42161,,!offer:spectrum-free-trace,"[""[Website](https://spectrumnodes.com/networks/arbitrum-rpc)""]",,,,,,,sepolia,,,,,,,,,,,,,,,,,
speedynodes-one-advanced-recent-state,42161,,!offer:speedynodes-advanced-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,,one,,,,,,,,,,,,,,,,,
speedynodes-one-dedicated-recent-state,42161,,!offer:speedynodes-dedicated-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,,one,,,,,,,,,,,,,,,,,
speedynodes-one-free-recent-state,42161,,!offer:speedynodes-free-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,,one,,,,,,,,,,,,,,,,,
speedynodes-one-pro-recent-state,42161,,!offer:speedynodes-pro-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,,one,,,,,,,,,,,,,,,,,
speedynodes-one-scale-recent-state,42161,,!offer:speedynodes-scale-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,,one,,,,,,,,,,,,,,,,,
speedynodes-one-starter-recent-state,42161,,!offer:speedynodes-starter-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,,one,,,,,,,,,,,,,,,,,
sqd-nova-free-indexer,42161,,!offer:sqd-free-indexer,"[""[Website](https://www.sqd.ai/)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/#evm--ethereum-compatible)""]",,,,,,,nova,,,,,,,,,,,,,,,,,
sqd-nova-pay-as-you-go-indexer,42161,,!offer:sqd-pay-as-you-go-indexer,"[""[Buy](https://docs.sqd.ai/cloud/pricing/)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/#evm--ethereum-compatible)""]",,,,,,,nova,,,,,,,,,,,,,,,,,
sqd-one-free-indexer,42161,,!offer:sqd-free-indexer,"[""[Website](https://www.sqd.ai/)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/#evm--ethereum-compatible)""]",,,,,,,one,,,,,,,,,,,,,,,,,
sqd-one-pay-as-you-go-indexer,42161,,!offer:sqd-pay-as-you-go-indexer,"[""[Buy](https://docs.sqd.ai/cloud/pricing/)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/#evm--ethereum-compatible)""]",,,,,,,one,,,,,,,,,,,,,,,,,
sqd-sepolia-free-indexer,42161,,!offer:sqd-free-indexer,"[""[Website](https://www.sqd.ai/)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/#evm--ethereum-compatible)""]",,,,,,,sepolia,,,,,,,,,,,,,,,,,
sqd-sepolia-pay-as-go-indexer,42161,,!offer:sqd-pay-as-you-go-indexer,"[""[Buy](https://docs.sqd.ai/cloud/pricing/)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/#evm--ethereum-compatible)""]",,,,,,,sepolia,,,,,,,,,,,,,,,,,
subquery-one-pay-as-you-go-full-archive,42161,,!offer:subquery-pay-as-you-go-full-archive,"[""[Website](https://app.subquery.network/explorer/project/0x23/overview)"",""[Docs](https://subquery.network/doc/subquery_network/node_operators/introduction.html)""]",,,,,,,one,,,,,,,,,,,,,,,,,
subquery-one-pay-as-you-go-indexer,42161,,!offer:subquery-pay-as-you-go-indexer,"[""[Buy](https://subquery.network/doc/subquery_network/node_operators/plans.html#creating-a-fixed-price-plan)"",""[Docs](https://subquery.network/doc/indexer/quickstart/quickstart_chains/arbitrum.html)""]",,,,,,,one,,,,,,,,,,,,,,,,,
subquery-one-public-full-archive,42161,,!offer:subquery-public-full-archive,"[""[Website](https://app.subquery.network/explorer/project/0x23/overview)"",""[Docs](https://subquery.network/doc/subquery_network/node_operators/introduction.html)""]",,,,,,,one,,,,,,,,,,,,,,,,,
tatum-nova-free-recent-state,42161,,!offer:tatum-free-recent-state,"[""[Website](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum-nova)""]",,,,,,,nova,,,,,,,,,,,,,,,,,
tatum-nova-pro-full-archive,42161,,!offer:tatum-pro-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum-nova)""]",,,,,,,nova,,,,,,,,,,,,,,,,,
tatum-nova-pro-recent-state,42161,,!offer:tatum-pro-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum-nova)""]",,,,,,,nova,,,,,,,,,,,,,,,,,
tatum-nova-scale-full-archive,42161,,!offer:tatum-scale-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum-nova)""]",,,,,,,nova,,,,,,,,,,,,,,,,,
tatum-nova-scale-recent-state,42161,,!offer:tatum-scale-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum-nova)""]",,,,,,,nova,,,,,,,,,,,,,,,,,
tatum-nova-starter-full-archive,42161,,!offer:tatum-starter-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum-nova)""]",,,,,,,nova,,,,,,,,,,,,,,,,,
tatum-nova-starter-recent-state,42161,,!offer:tatum-starter-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum-nova)""]",,,,,,,nova,,,,,,,,,,,,,,,,,
tatum-one-free-recent-state,42161,,!offer:tatum-free-recent-state,"[""[Website](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum)""]",,,,,,,one,,,,,,,,,,,,,,,,,
tatum-one-pro-full-archive,42161,,!offer:tatum-pro-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum)""]",,,,,,,one,,,,,,,,,,,,,,,,,
tatum-one-pro-recent-state,42161,,!offer:tatum-pro-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum)""]",,,,,,,one,,,,,,,,,,,,,,,,,
tatum-one-scale-full-archive,42161,,!offer:tatum-scale-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum)""]",,,,,,,one,,,,,,,,,,,,,,,,,
tatum-one-scale-recent-state,42161,,!offer:tatum-scale-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum)""]",,,,,,,one,,,,,,,,,,,,,,,,,
tatum-one-starter-full-archive,42161,,!offer:tatum-starter-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum)""]",,,,,,,one,,,,,,,,,,,,,,,,,
tatum-one-starter-recent-state,42161,,!offer:tatum-starter-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum)""]",,,,,,,one,,,,,,,,,,,,,,,,,
tatum-sepolia-free-recent-state,42161,,!offer:tatum-free-recent-state,"[""[Website](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum)""]",,,,,,,sepolia,,,,,,,,,,,,,,,,,
tatum-sepolia-pro-full-archive,42161,,!offer:tatum-pro-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum)""]",,,,,,,sepolia,,,,,,,,,,,,,,,,,
tatum-sepolia-pro-recent-state,42161,,!offer:tatum-pro-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum)""]",,,,,,,sepolia,,,,,,,,,,,,,,,,,
tatum-sepolia-scale-full-archive,42161,,!offer:tatum-scale-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum)""]",,,,,,,sepolia,,,,,,,,,,,,,,,,,
tatum-sepolia-scale-recent-state,42161,,!offer:tatum-scale-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum)""]",,,,,,,sepolia,,,,,,,,,,,,,,,,,
tatum-sepolia-starter-full-archive,42161,,!offer:tatum-starter-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum)""]",,,,,,,sepolia,,,,,,,,,,,,,,,,,
tatum-sepolia-starter-recent-state,42161,,!offer:tatum-starter-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-arbitrum)""]",,,,,,,sepolia,,,,,,,,,,,,,,,,,
tenderly-one-free-recent-state,42161,,!offer:tenderly-free-recent-state,"[""[Website](https://tenderly.co/)"",""[Docs](https://docs.tenderly.co/node/rpc-reference/arbitrum)""]",,,,,,,one,,,,,,,,,,,,,,,,,
tenderly-one-pay-as-you-go-recent-state,42161,,!offer:tenderly-pay-as-you-go-recent-state,"[""[Buy](https://tenderly.co/pricing)"",""[Docs](https://docs.tenderly.co/node/rpc-reference/arbitrum)""]",,,,,,,one,,,,,,,,,,,,,,,,,
tenderly-sepolia-free-recent-state,42161,,!offer:tenderly-free-recent-state,"[""[Website](https://tenderly.co/)"",""[Docs](https://docs.tenderly.co/node/rpc-reference/arbitrum-sepolia)""]",,,,,,,sepolia,,,,,,,,,,,,,,,,,
tenderly-sepolia-pay-as-you-go-recent-state,42161,,!offer:tenderly-pay-as-you-go-recent-state,"[""[Buy](https://tenderly.co/pricing)"",""[Docs](https://docs.tenderly.co/node/rpc-reference/arbitrum-sepolia)""]",,,,,,,sepolia,,,,,,,,,,,,,,,,,
thegraph-nova-free-indexer,42161,,!offer:thegraph-free-indexer,"[""[Website](https://thegraph.com/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/arbitrum-nova/)""]",,,,,,,nova,,,,,,,,,,,,,,,,,
thegraph-nova-pay-as-you-go-indexer,42161,,!offer:thegraph-pay-as-you-go-indexer,"[""[Buy](https://thegraph.com/studio-pricing/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/arbitrum-nova/)""]",,,,,,,nova,,,,,,,,,,,,,,,,,
thegraph-one-free-indexer,42161,,!offer:thegraph-free-indexer,"[""[Website](https://thegraph.com/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/arbitrum-one/)""]",,,,,,,one,,,,,,,,,,,,,,,,,
thegraph-one-pay-as-you-go-indexer,42161,,!offer:thegraph-pay-as-you-go-indexer,"[""[Buy](https://thegraph.com/studio-pricing/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/arbitrum-one/)""]",,,,,,,one,,,,,,,,,,,,,,,,,
thegraph-sepolia-free-indexer,42161,,!offer:thegraph-free-indexer,"[""[Website](https://thegraph.com/)"",""[Docs](https://thegraph.com/docs/en/contracts/#arbitrum-sepolia)""]",,,,,,,sepolia,,,,,,,,,,,,,,,,,
thegraph-sepolia-pay-as-you-go-indexer,42161,,!offer:thegraph-pay-as-you-go-indexer,"[""[Buy](https://thegraph.com/studio-pricing/)"",""[Docs](https://thegraph.com/docs/en/contracts/#arbitrum-sepolia)""]",,,,,,,sepolia,,,,,,,,,,,,,,,,,
thirdweb-nova-dedicated-recent-state,42161,,!offer:thirdweb-dedicated-recent-state,,,,,,,,nova,,,,,,,,,,,,,,,,,
thirdweb-nova-growth-indexer,42161,,!offer:thirdweb-growth-indexer,,,,,,,,nova,,,,,,,,,,,,,,,,,
thirdweb-nova-growth-recent-state,42161,,!offer:thirdweb-growth-recent-state,,,,,,,,nova,,,,,,,,,,,,,,,,,
thirdweb-nova-scale-indexer,42161,,!offer:thirdweb-scale-indexer,,,,,,,,nova,,,,,,,,,,,,,,,,,
thirdweb-nova-scale-recent-state,42161,,!offer:thirdweb-scale-recent-state,,,,,,,,nova,,,,,,,,,,,,,,,,,
thirdweb-nova-starter-indexer,42161,,!offer:thirdweb-starter-indexer,,,,,,,,nova,,,,,,,,,,,,,,,,,
thirdweb-nova-starter-recent-state,42161,,!offer:thirdweb-starter-recent-state,,,,,,,,nova,,,,,,,,,,,,,,,,,
thirdweb-one-dedicated-recent-state,42161,,!offer:thirdweb-dedicated-recent-state,,,,,,,,one,,,,,,,,,,,,,,,,,
thirdweb-one-growth-indexer,42161,,!offer:thirdweb-growth-indexer,,,,,,,,one,,,,,,,,,,,,,,,,,
thirdweb-one-growth-recent-state,42161,,!offer:thirdweb-growth-recent-state,,,,,,,,one,,,,,,,,,,,,,,,,,
thirdweb-one-scale-indexer,42161,,!offer:thirdweb-scale-indexer,,,,,,,,one,,,,,,,,,,,,,,,,,
thirdweb-one-scale-recent-state,42161,,!offer:thirdweb-scale-recent-state,,,,,,,,one,,,,,,,,,,,,,,,,,
thirdweb-one-starter-indexer,42161,,!offer:thirdweb-starter-indexer,,,,,,,,one,,,,,,,,,,,,,,,,,
thirdweb-one-starter-recent-state,42161,,!offer:thirdweb-starter-recent-state,,,,,,,,one,,,,,,,,,,,,,,,,,
thirdweb-sepolia-dedicated-recent-state,42161,,!offer:thirdweb-dedicated-recent-state,,,,,,,,sepolia,,,,,,,,,,,,,,,,,
thirdweb-sepolia-growth-indexer,42161,,!offer:thirdweb-growth-indexer,,,,,,,,sepolia,,,,,,,,,,,,,,,,,
thirdweb-sepolia-growth-recent-state,42161,,!offer:thirdweb-growth-recent-state,,,,,,,,sepolia,,,,,,,,,,,,,,,,,
thirdweb-sepolia-scale-indexer,42161,,!offer:thirdweb-scale-indexer,,,,,,,,sepolia,,,,,,,,,,,,,,,,,
thirdweb-sepolia-scale-recent-state,42161,,!offer:thirdweb-scale-recent-state,,,,,,,,sepolia,,,,,,,,,,,,,,,,,
thirdweb-sepolia-starter-indexer,42161,,!offer:thirdweb-starter-indexer,,,,,,,,sepolia,,,,,,,,,,,,,,,,,
thirdweb-sepolia-starter-recent-state,42161,,!offer:thirdweb-starter-recent-state,,,,,,,,sepolia,,,,,,,,,,,,,,,,,
uniblock-nova-business-custom,42161,,!offer:uniblock-business-custom,,,,,,,,nova,,,,,,,,,,,,,,,,,
uniblock-nova-dedicated-custom,42161,,!offer:uniblock-dedicated-custom,,,,,,,,nova,,,,,,,,,,,,,,,,,
uniblock-nova-growth-custom,42161,,!offer:uniblock-growth-custom,,,,,,,,nova,,,,,,,,,,,,,,,,,
uniblock-nova-pro-custom,42161,,!offer:uniblock-pro-custom,,,,,,,,nova,,,,,,,,,,,,,,,,,
uniblock-nova-startup-custom,42161,,!offer:uniblock-startup-custom,,,,,,,,nova,,,,,,,,,,,,,,,,,
uniblock-one-business-custom,42161,,!offer:uniblock-business-custom,,,,,,,,one,,,,,,,,,,,,,,,,,
uniblock-one-dedicated-custom,42161,,!offer:uniblock-dedicated-custom,,,,,,,,one,,,,,,,,,,,,,,,,,
uniblock-one-growth-custom,42161,,!offer:uniblock-growth-custom,,,,,,,,one,,,,,,,,,,,,,,,,,
uniblock-one-pro-custom,42161,,!offer:uniblock-pro-custom,,,,,,,,one,,,,,,,,,,,,,,,,,
uniblock-one-startup-custom,42161,,!offer:uniblock-startup-custom,,,,,,,,one,,,,,,,,,,,,,,,,,
uniblock-sepolia-business-custom,42161,,!offer:uniblock-business-custom,,,,,,,,sepolia,,,,,,,,,,,,,,,,,
uniblock-sepolia-dedicated-custom,42161,,!offer:uniblock-dedicated-custom,,,,,,,,sepolia,,,,,,,,,,,,,,,,,
uniblock-sepolia-growth-custom,42161,,!offer:uniblock-growth-custom,,,,,,,,sepolia,,,,,,,,,,,,,,,,,
uniblock-sepolia-pro-custom,42161,,!offer:uniblock-pro-custom,,,,,,,,sepolia,,,,,,,,,,,,,,,,,
uniblock-sepolia-startup-custom,42161,,!offer:uniblock-startup-custom,,,,,,,,sepolia,,,,,,,,,,,,,,,,,
validation-cloud-one-free-recent-state,42161,,!offer:validation-cloud-free-recent-state,"[""[Website](https://www.validationcloud.io/arbitrum)"",""[Docs](https://docs.validationcloud.io/v1)""]",,,,,,,one,,,,,,,,,,,,,,,,,
validation-cloud-one-private-recent-state,42161,,!offer:validation-cloud-private-recent-state,"[""[Website](https://www.validationcloud.io/arbitrum)"",""[Docs](https://docs.validationcloud.io/v1)""]",,,,,,,one,,,,,,,,,,,,,,,,,
validation-cloud-one-scale-recent-state,42161,,!offer:validation-cloud-scale-recent-state,"[""[Website](https://www.validationcloud.io/arbitrum)"",""[Docs](https://docs.validationcloud.io/v1)""]",,,,,,,one,,,,,,,,,,,,,,,,,
zerion-one-builder-indexer,42161,,!offer:zerion-builder-indexer,,,,,,,,one,,,,,,,,,,,,,,,,,
zerion-one-developer-indexer,42161,,!offer:zerion-developer-indexer,,,,,,,,one,,,,,,,,,,,,,,,,,
zerion-one-enterprise-indexer,42161,,!offer:zerion-enterprise-indexer,,,,,,,,one,,,,,,,,,,,,,,,,,
zerion-one-growth-indexer,42161,,!offer:zerion-growth-indexer,,,,,,,,one,,,,,,,,,,,,,,,,,
zerion-one-startup-indexer,42161,,!offer:zerion-startup-indexer,,,,,,,,one,,,,,,,,,,,,,,,,,
